Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,TeamID,WTeamID,WScore,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,Luck_x,SOS_AdjEM_x,SOS_OppO_x,SOS_OppD_x,NCSOS_AdjEM_x,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LTeamID,LScore,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,Luck_y,SOS_AdjEM_y,SOS_OppO_y,SOS_OppD_y,NCSOS_AdjEM_y,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
11,usc,22.81,113.2,90.4,67.2,-0.006,11.89,108.5,96.6,5.2,1425,1425.0,78.5,22.81,113.2,90.40000000000003,67.20000000000003,-0.006000000000000002,11.889999999999993,108.5,96.59999999999997,5.200000000000002,28.5,58.68181818181818,6.5,18.045454545454547,15.0,23.181818181818183,10.727272727272727,27.181818181818183,14.863636363636363,12.454545454545455,4.863636363636363,5.5,3.227272727272727,1340.8181818181818,63.31818181818182,8.382727272727273,106.35000000000001,97.97727272727273,68.30909090909091,0.002454545454545456,9.245000000000001,107.19545454545455,97.95454545454545,2.4172727272727275,23.272727272727273,60.63636363636363,6.681818181818182,21.727272727272727,10.090909090909092,14.681818181818182,8.409090909090908,20.181818181818183,11.636363636363637,11.409090909090908,5.681818181818182,2.6818181818181817,4.2272727272727275
12,villanova,22.77,118.7,96.0,64.7,-0.001,13.08,108.8,95.7,7.6,1437,1437.0,79.75,22.77,118.70000000000003,96.0,64.70000000000002,-0.0010000000000000005,13.080000000000005,108.79999999999997,95.70000000000003,7.599999999999998,27.875,58.3125,10.0625,25.875,13.9375,18.0,7.125,23.9375,16.9375,8.5,5.625,1.3125,4.25,1258.125,65.0625,11.044374999999999,107.88749999999999,96.86249999999998,68.7625,0.0004375,12.521875000000001,108.68750000000001,96.18125,5.78375,24.375,55.375,7.4375,22.5,8.875,13.4375,6.4375,22.1875,11.6875,12.6875,3.875,3.0,4.875
13,virginia,22.66,115.6,92.9,60.0,0.046,12.2,109.8,97.6,0.18,1438,1438.0,70.83333333333333,22.66000000000001,115.59999999999997,92.90000000000003,60.0,0.04600000000000001,12.199999999999996,109.79999999999997,97.59999999999997,0.18000000000000005,26.333333333333332,53.111111111111114,8.88888888888889,22.833333333333332,9.277777777777779,11.333333333333334,5.555555555555555,25.11111111111111,14.944444444444445,7.944444444444445,5.055555555555555,4.388888888888889,1.9444444444444444,1308.888888888889,56.22222222222222,7.6738888888888885,107.24444444444443,99.58333333333333,68.07222222222224,-0.0014444444444444465,10.103333333333333,108.21666666666667,98.11111111111111,3.6366666666666654,20.77777777777778,53.27777777777778,5.666666666666667,19.333333333333332,9.0,12.333333333333334,6.222222222222222,19.944444444444443,10.055555555555555,8.833333333333334,4.722222222222222,1.8888888888888888,1.7777777777777777
14,colorado,22.35,114.8,92.4,66.3,-0.033,11.61,108.2,96.6,2.44,1160,1160.0,75.81818181818181,22.35000000000001,114.80000000000001,92.40000000000003,66.29999999999997,-0.03300000000000002,11.610000000000007,108.2,96.59999999999997,2.4399999999999995,26.5,56.72727272727273,7.818181818181818,19.636363636363637,15.0,17.863636363636363,7.681818181818182,24.40909090909091,14.181818181818182,9.681818181818182,5.5,3.0454545454545454,5.045454545454546,1326.7272727272727,60.31818181818182,8.911363636363637,106.50454545454545,97.6,67.62727272727273,-0.004500000000000003,9.465909090909092,107.42727272727274,97.95,2.581818181818182,22.227272727272727,54.90909090909091,5.954545454545454,18.818181818181817,9.909090909090908,14.0,7.045454545454546,20.318181818181817,10.318181818181818,13.181818181818182,4.2272727272727275,2.9545454545454546,5.5
15,connecticut,21.98,113.7,91.7,65.9,-0.066,12.83,108.0,95.2,-1.96,1163,1163.0,75.86666666666666,21.98,113.70000000000003,91.70000000000003,65.89999999999999,-0.06600000000000003,12.830000000000005,108.0,95.20000000000003,-1.9600000000000006,28.2,60.666666666666664,7.133333333333334,19.2,12.333333333333334,17.0,11.933333333333334,24.6,14.333333333333334,11.333333333333334,6.333333333333333,5.666666666666667,7.8,1248.0666666666666,61.4,7.52,104.05999999999999,96.56666666666665,68.18666666666667,0.002466666666666668,11.260000000000002,108.11333333333336,96.88000000000001,2.0266666666666664,21.8,55.13333333333333,5.333333333333333,17.266666666666666,12.466666666666667,17.466666666666665,8.0,18.733333333333334,10.2,12.933333333333334,5.4,2.466666666666667,6.733333333333333
16,texas tech,21.93,112.6,90.6,65.3,-0.084,12.17,108.3,96.1,-5.12,1403,1403.0,76.3529411764706,21.930000000000003,112.59999999999997,90.59999999999998,65.29999999999998,-0.084,12.169999999999996,108.29999999999997,96.09999999999998,-5.12,26.058823529411764,56.1764705882353,6.176470588235294,17.235294117647058,18.058823529411764,24.529411764705884,10.235294117647058,23.294117647058822,14.235294117647058,10.0,7.705882352941177,4.0,2.8823529411764706,1299.5294117647059,57.294117647058826,1.7958823529411767,102.51176470588234,100.73529411764706,68.69411764705882,-0.003941176470588235,6.183529411764706,104.93529411764706,98.74705882352943,4.707058823529413,19.764705882352942,51.411764705882355,6.235294117647059,20.058823529411764,11.529411764705882,17.352941176470587,7.647058823529412,20.11764705882353,8.117647058823529,16.235294117647058,5.529411764705882,2.6470588235294117,3.235294117647059
17,arkansas,21.9,111.5,89.6,73.1,0.057,11.4,108.4,97.0,-4.45,1116,1116.0,85.54545454545455,21.89999999999999,111.5,89.59999999999997,73.09999999999998,0.05700000000000001,11.400000000000004,108.40000000000005,97.0,-4.450000000000002,30.40909090909091,64.27272727272727,8.272727272727273,23.272727272727273,16.454545454545453,22.045454545454547,10.409090909090908,27.045454545454547,16.09090909090909,12.181818181818182,7.909090909090909,5.409090909090909,4.409090909090909,1265.0454545454545,67.18181818181819,5.6463636363636365,105.18181818181816,99.53636363636365,69.39090909090909,-0.01059090909090909,7.465454545454545,105.40454545454544,97.94545454545455,7.019090909090909,24.40909090909091,61.31818181818182,7.363636363636363,23.363636363636363,11.0,16.681818181818183,8.590909090909092,22.727272727272727,11.545454545454545,15.0,6.2272727272727275,3.4545454545454546,5.954545454545454
18,florida st.,21.85,116.3,94.5,70.5,-0.011,12.48,108.9,96.4,4.42,1199,1199.0,82.0,21.850000000000005,116.29999999999997,94.5,70.5,-0.011000000000000001,12.479999999999999,108.90000000000003,96.40000000000002,4.420000000000001,29.125,59.8125,8.75,21.1875,15.0,19.6875,10.25,25.5,15.9375,12.875,7.25,5.625,4.8125,1275.0625,66.6875,9.943125,107.42499999999997,97.47500000000001,67.49375,-0.009125000000000001,11.513124999999999,108.78124999999999,97.25624999999998,2.3675,22.875,58.75,8.125,23.5,12.8125,18.25,9.125,19.125,11.125,13.75,6.0625,2.4375,4.625
19,kansas,21.44,109.9,88.5,68.1,0.042,15.3,110.3,95.0,10.35,1242,1242.0,73.15789473684211,21.44,109.90000000000005,88.5,68.1,0.04200000000000001,15.300000000000006,110.29999999999997,95.0,10.349999999999998,26.263157894736842,59.78947368421053,7.421052631578948,21.526315789473685,13.210526315789474,18.42105263157895,11.0,27.05263157894737,14.263157894736842,11.68421052631579,7.105263157894737,4.315789473684211,3.9473684210526314,1312.6315789473683,59.36842105263158,9.611578947368422,106.97894736842105,97.37368421052629,68.13684210526316,-0.02336842105263158,11.762631578947365,108.1842105263158,96.40000000000002,4.287368421052631,21.842105263157894,58.63157894736842,6.473684210526316,22.157894736842106,9.210526315789474,13.736842105263158,8.789473684210526,22.263157894736842,9.842105263157896,13.0,5.578947368421052,3.4210526315789473,5.052631578947368
20,creighton,21.39,115.0,93.6,69.0,0.001,12.77,108.0,95.2,-0.95,1166,1166.0,80.35,21.389999999999993,115.0,93.59999999999997,69.0,0.0010000000000000005,12.770000000000003,108.0,95.20000000000003,-0.9499999999999996,29.9,60.5,10.05,25.95,10.5,15.65,7.3,26.7,16.75,10.9,7.25,3.65,3.0,1274.75,64.9,9.624500000000001,106.245,96.64500000000001,68.17,-0.02255,11.651500000000002,108.33000000000001,96.69500000000001,2.7944999999999993,23.65,61.7,7.25,24.6,10.35,14.35,8.95,22.85,11.15,12.8,5.75,2.9,3.25
21,west virginia,21.14,117.2,96.1,69.4,-0.042,15.12,109.3,94.1,14.2,1452,1452.0,77.27777777777777,21.139999999999993,117.20000000000002,96.09999999999997,69.4,-0.04200000000000001,15.120000000000001,109.29999999999997,94.09999999999997,14.199999999999996,26.22222222222222,59.94444444444444,6.888888888888889,18.77777777777778,17.944444444444443,25.0,11.722222222222221,23.77777777777778,13.833333333333334,11.333333333333334,7.722222222222222,2.7777777777777777,3.5555555555555554,1330.3333333333333,67.05555555555556,10.358888888888888,106.34999999999998,96.00555555555555,67.89444444444445,0.0025000000000000022,11.184444444444445,108.0611111111111,96.86111111111113,4.285555555555554,24.61111111111111,58.05555555555556,6.555555555555555,21.333333333333332,11.277777777777779,16.77777777777778,9.5,22.22222222222222,12.944444444444445,14.444444444444445,6.166666666666667,2.111111111111111,5.0
22,purdue,21.09,113.6,92.5,66.3,0.01,17.07,111.2,94.2,5.77,1345,1345.0,74.88888888888889,21.089999999999993,113.59999999999997,92.5,66.29999999999998,0.010000000000000002,17.069999999999997,111.20000000000003,94.20000000000003,5.769999999999998,26.22222222222222,55.388888888888886,7.777777777777778,21.555555555555557,14.666666666666666,20.5,9.055555555555555,25.944444444444443,15.055555555555555,11.38888888888889,5.444444444444445,3.2777777777777777,5.0,1307.388888888889,63.611111111111114,13.097222222222221,109.23888888888887,96.1388888888889,67.65555555555555,-0.0165,14.764444444444443,110.10555555555555,95.3388888888889,4.522222222222222,22.27777777777778,56.833333333333336,8.055555555555555,26.666666666666668,11.0,16.666666666666668,7.833333333333333,19.88888888888889,13.5,10.88888888888889,4.777777777777778,3.3333333333333335,5.0
23,texas,20.98,114.1,93.2,69.1,0.017,14.58,109.3,94.7,8.19,1400,1400.0,76.78947368421052,20.980000000000004,114.09999999999995,93.20000000000003,69.1,0.017000000000000008,14.580000000000005,109.29999999999997,94.70000000000003,8.19,26.736842105263158,57.31578947368421,8.578947368421053,23.789473684210527,14.736842105263158,19.94736842105263,9.263157894736842,26.526315789473685,13.421052631578947,13.473684210526315,6.421052631578948,3.736842105263158,5.421052631578948,1313.578947368421,65.89473684210526,9.663157894736843,106.03684210526316,96.39473684210525,68.00526315789473,-0.001473684210526316,11.252105263157894,107.97368421052632,96.70526315789475,3.5768421052631574,23.42105263157895,58.1578947368421,5.947368421052632,19.57894736842105,13.105263157894736,19.789473684210527,8.736842105263158,20.842105263157894,10.263157894736842,12.052631578947368,5.894736842105263,3.1052631578947367,5.421052631578948
24,byu,20.83,113.0,92.2,67.9,0.045,10.33,107.9,97.6,8.75,1140,1140.0,80.26315789473684,20.82999999999999,113.0,92.20000000000003,67.9,0.04500000000000001,10.330000000000004,107.90000000000005,97.59999999999997,8.75,29.157894736842106,59.05263157894737,9.105263157894736,23.210526315789473,12.842105263157896,17.57894736842105,8.526315789473685,29.473684210526315,17.31578947368421,12.947368421052632,4.947368421052632,3.1052631578947367,4.947368421052632,1367.4736842105262,65.05263157894737,4.229473684210527,104.07368421052628,99.8421052631579,68.98947368421052,-0.00431578947368421,5.587894736842106,105.02631578947368,99.43684210526317,4.577368421052632,23.210526315789473,60.31578947368421,6.894736842105263,22.263157894736842,11.736842105263158,16.789473684210527,7.315789473684211,20.57894736842105,11.157894736842104,11.473684210526315,6.421052631578948,2.1052631578947367,5.105263157894737
25,st. bonaventure,20.61,111.2,90.6,65.1,0.014,8.24,105.9,97.7,2.7,1382,1382.0,73.625,20.610000000000007,111.20000000000003,90.59999999999998,65.10000000000001,0.014000000000000005,8.239999999999998,105.90000000000003,97.70000000000003,2.7000000000000006,27.3125,58.4375,6.875,18.5625,12.125,16.25,9.75,25.625,15.625,9.625,5.5625,3.5625,5.6875,1253.625,59.5,5.438750000000001,104.64375,99.2125,67.95,-0.0048125,6.3525,105.05,98.7,-1.9368750000000003,21.375,56.25,7.5625,25.125,9.1875,14.25,8.125,20.1875,12.375,11.1875,4.6875,3.25,5.375
26,tennessee,19.74,108.0,88.2,67.4,-0.013,12.59,108.4,95.8,-0.45,1397,1397.0,77.72222222222223,19.740000000000002,108.0,88.20000000000003,67.4,-0.013000000000000005,12.590000000000002,108.40000000000003,95.79999999999997,-0.45000000000000007,27.5,57.388888888888886,6.5,18.555555555555557,16.22222222222222,21.0,9.11111111111111,24.27777777777778,16.38888888888889,11.222222222222221,7.888888888888889,4.944444444444445,4.111111111111111,1277.111111111111,59.72222222222222,8.037777777777778,106.00555555555555,97.96666666666667,69.10000000000001,-0.008055555555555554,10.439999999999998,107.23888888888888,96.8,5.002222222222223,20.72222222222222,54.0,6.5,21.555555555555557,11.777777777777779,16.11111111111111,7.111111111111111,20.333333333333332,9.61111111111111,16.27777777777778,5.833333333333333,1.9444444444444444,5.111111111111111
27,lsu,19.55,119.8,100.3,70.7,0.002,13.63,107.9,94.2,1.17,1261,1261.0,86.11111111111111,19.550000000000004,119.79999999999998,100.29999999999997,70.70000000000002,0.002000000000000001,13.629999999999997,107.90000000000003,94.20000000000003,1.1700000000000002,30.333333333333332,61.111111111111114,8.61111111111111,22.88888888888889,16.833333333333332,21.77777777777778,10.277777777777779,27.11111111111111,13.61111111111111,12.222222222222221,8.444444444444445,2.4444444444444446,4.944444444444445,1287.2222222222222,70.61111111111111,7.407777777777777,104.75000000000001,97.32777777777778,69.19444444444444,0.009833333333333336,7.5938888888888885,105.87222222222222,98.29444444444444,0.03888888888888885,24.88888888888889,63.611111111111114,8.055555555555555,28.77777777777778,12.777777777777779,18.944444444444443,12.166666666666666,20.72222222222222,12.5,13.666666666666666,6.444444444444445,3.3333333333333335,5.0
28,oklahoma st.,19.37,109.9,90.6,72.1,0.04,15.13,110.9,95.7,5.29,1329,1329.0,77.9,19.37,109.90000000000005,90.59999999999997,72.1,0.04000000000000001,15.129999999999999,110.90000000000005,95.70000000000003,5.290000000000002,27.9,59.05,6.6,18.95,15.5,21.35,9.25,27.8,13.35,16.3,7.7,4.45,5.25,1320.85,69.4,11.266499999999999,108.38,97.11999999999998,68.64000000000001,-0.0043000000000000035,10.4875,107.39500000000001,96.89000000000001,6.152499999999999,25.05,63.75,7.35,24.85,11.95,17.2,9.6,21.25,11.8,13.65,8.6,3.45,6.25
29,san diego st.,19.36,110.5,91.1,65.7,0.027000000000000003,6.42,106.0,99.5,11.13,1361,1361.0,76.54545454545455,19.36000000000001,110.5,91.09999999999997,65.70000000000003,0.027000000000000014,6.419999999999999,106.0,99.5,11.129999999999997,26.545454545454547,56.77272727272727,8.363636363636363,22.136363636363637,15.090909090909092,20.636363636363637,8.590909090909092,24.136363636363637,14.181818181818182,10.5,7.954545454545454,2.8636363636363638,7.7272727272727275,1298.6818181818182,60.5,2.449545454545456,104.39545454545456,101.9409090909091,68.30454545454546,0.017499999999999995,5.353181818181818,104.66363636363636,99.3090909090909,-6.113636363636362,20.09090909090909,51.95454545454545,7.681818181818182,23.772727272727273,12.636363636363637,17.636363636363637,6.181818181818182,20.818181818181817,12.0,14.181818181818182,4.636363636363637,2.6363636363636362,7.409090909090909
30,north carolina,19.03,110.1,91.0,71.7,-0.005,14.86,111.1,96.2,7.8,1314,1314.0,80.55555555555556,19.029999999999998,110.09999999999997,91.0,71.70000000000002,-0.005000000000000001,14.860000000000007,111.09999999999997,96.20000000000003,7.799999999999999,29.27777777777778,64.0,6.0,18.055555555555557,16.0,23.055555555555557,14.38888888888889,26.61111111111111,16.5,13.833333333333334,7.5,5.944444444444445,5.777777777777778,1305.1666666666667,66.72222222222223,8.563333333333334,107.66666666666664,99.1111111111111,67.5888888888889,-0.02016666666666667,9.988333333333335,107.75555555555556,97.78333333333333,4.812222222222222,24.555555555555557,60.666666666666664,7.111111111111111,22.944444444444443,10.5,15.333333333333334,8.333333333333334,20.166666666666668,12.055555555555555,13.722222222222221,8.61111111111111,4.222222222222222,7.444444444444445
31,maryland,18.46,110.8,92.3,65.3,-0.035,16.97,110.2,93.2,-0.85,1268,1268.0,73.6,18.46,110.79999999999997,92.29999999999997,65.29999999999998,-0.03500000000000002,16.97,110.20000000000003,93.20000000000003,-0.8499999999999998,25.2,52.13333333333333,8.266666666666667,22.066666666666666,14.933333333333334,20.266666666666666,6.666666666666667,26.333333333333332,13.533333333333333,10.266666666666667,5.533333333333333,3.7333333333333334,4.733333333333333,1310.4666666666667,59.666666666666664,10.186,105.52666666666666,95.34,68.14666666666668,0.018266666666666667,11.542000000000002,108.24666666666667,96.71333333333334,3.7366666666666664,21.466666666666665,55.86666666666667,7.333333333333333,23.866666666666667,9.4,14.466666666666667,7.933333333333334,21.533333333333335,10.4,11.066666666666666,5.266666666666667,2.3333333333333335,6.4
32,oregon,18.35,114.9,96.5,67.2,0.048,10.88,108.1,97.2,2.92,1332,1332.0,76.5,18.350000000000005,114.90000000000005,96.5,67.20000000000002,0.048000000000000015,10.879999999999997,108.09999999999995,97.20000000000003,2.920000000000001,28.45,58.5,8.9,22.35,10.7,15.2,8.1,23.55,14.2,11.0,7.65,3.75,5.1,1281.75,64.75,7.7299999999999995,106.71000000000001,98.985,68.58500000000001,-0.022149999999999996,10.25,107.69500000000001,97.44500000000001,4.3915,23.75,55.7,7.0,21.65,10.25,13.6,6.75,21.5,12.8,13.45,5.0,2.8,6.25
33,duke,18.08,114.7,96.6,68.8,-0.109,12.52,109.1,96.6,5.45,1181,1181.0,77.53846153846153,18.07999999999999,114.70000000000003,96.6,68.79999999999998,-0.109,12.52,109.09999999999998,96.6,5.450000000000002,29.53846153846154,59.15384615384615,9.615384615384615,23.53846153846154,8.846153846153847,13.307692307692308,10.307692307692308,23.615384615384617,16.923076923076923,12.076923076923077,8.307692307692308,4.769230769230769,5.461538461538462,1297.3076923076924,62.84615384615385,7.889230769230768,107.2153846153846,99.3307692307692,67.7,-0.007538461538461541,10.666923076923078,108.50000000000001,97.81538461538463,2.612307692307692,23.46153846153846,56.07692307692308,6.153846153846154,19.692307692307693,9.76923076923077,13.76923076923077,8.384615384615385,20.076923076923077,10.23076923076923,13.307692307692308,6.384615384615385,3.1538461538461537,5.153846153846154
34,rutgers,18.08,108.4,90.4,67.7,0.044,18.11,112.3,94.2,-5.44,1353,1353.0,75.6,18.07999999999999,108.40000000000003,90.40000000000002,67.70000000000002,0.044000000000000004,18.110000000000007,112.29999999999997,94.20000000000003,-5.439999999999999,28.066666666666666,58.0,6.8,19.533333333333335,12.666666666666666,19.133333333333333,8.666666666666666,27.933333333333334,15.466666666666667,11.866666666666667,8.2,5.866666666666666,4.933333333333334,1278.0666666666666,63.666666666666664,11.360666666666669,108.35999999999999,96.99333333333334,68.08000000000001,-0.0007333333333333317,13.286,109.16,95.89333333333336,2.4940000000000007,23.2,59.93333333333333,6.4,20.933333333333334,10.866666666666667,15.8,8.6,21.533333333333335,12.733333333333333,12.666666666666666,6.733333333333333,2.3333333333333335,4.733333333333333
