Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year
114,South Dakota St.,6.48,111.0,104.5,71.0,0.008,1.04,103.3,102.2,7.8,2021
115,Cincinnati,5.88,103.3,97.4,70.8,0.115,10.89,107.0,96.1,9.59,2021
116,Indiana St.,5.8,102.6,96.9,66.9,0.079,6.93,105.7,98.8,8.58,2021
117,California,5.72,104.9,99.2,64.8,-0.067,14.84,110.1,95.3,2.93,2021
118,Butler,5.58,102.6,97.0,64.7,0.069,14.74,109.9,95.1,-0.38,2021
119,Pacific,5.54,103.4,97.8,67.1,0.021,10.0,107.3,97.3,5.08,2021
120,Massachusetts,5.44,105.3,99.8,71.7,-0.057,3.75,102.8,99.1,0.31,2021
121,Yale,4.99,106.8,101.9,68.0,0.0,-99.0,0.0,200.0,-99.0,2021
122,South Carolina,4.89,103.6,98.8,74.6,-0.055,15.35,109.4,94.1,9.01,2021
123,Weber St.,4.83,107.4,102.6,71.9,-0.027999999999999997,-3.25,100.7,103.9,6.57,2021
124,Tulsa,4.78,102.3,97.5,65.6,-0.024,8.65,105.3,96.6,-3.49,2021
125,Duquesne,4.77,101.6,96.8,69.0,0.006999999999999999,6.66,104.8,98.2,2.43,2021
126,Wofford,4.47,106.3,101.8,65.9,0.025,3.45,104.8,101.4,6.25,2021
127,East Tennessee St.,4.11,103.0,98.9,65.5,-0.063,3.97,104.7,100.8,4.78,2021
128,Oral Roberts ,3.88,109.1,105.2,71.5,0.042,2.87,104.4,101.6,21.76,2021
129,Bowling Green,3.73,105.4,101.6,69.9,-0.037000000000000005,3.58,105.4,101.8,1.57,2021
130,Mercer,3.54,106.0,102.5,67.8,-0.002,2.15,103.9,101.8,1.66,2021
131,Miami FL,3.45,102.1,98.7,67.9,0.019,12.37,109.3,96.9,-7.22,2021
132,UTEP,3.29,103.3,100.0,67.9,-0.065,5.39,103.8,98.5,20.03,2021
133,Morehead St. ,3.26,100.5,97.2,65.3,0.146,-1.03,101.9,102.9,16.31,2021
134,Vermont,3.25,105.3,102.0,66.5,-0.069,-7.9,96.2,104.1,-99.0,2021
135,Cal St. Bakersfield,3.15,104.4,101.2,63.7,-0.024,1.41,102.5,101.0,3.6,2021
136,DePaul,3.0,97.5,94.5,70.7,-0.048,13.52,108.9,95.4,-8.56,2021
137,Southern Utah,2.96,108.2,105.3,69.9,0.08199999999999999,-3.75,100.6,104.3,-0.72,2021
138,Texas A&M,2.88,101.7,98.8,64.3,0.018000000000000002,8.87,106.6,97.7,-5.87,2021
139,Washington,2.86,103.4,100.6,71.1,-0.061,17.15,111.3,94.2,11.13,2021
140,George Mason,2.77,100.9,98.2,68.2,0.046,3.29,104.3,101.0,-4.81,2021
141,Temple,2.57,101.2,98.6,68.7,-0.092,8.65,105.6,97.0,-13.49,2021
142,North Dakota St.,2.47,103.3,100.8,64.7,-0.033,0.91,104.0,103.1,10.61,2021
143,Bradley,2.23,103.5,101.3,66.0,-0.086,6.18,105.5,99.3,6.04,2021
144,TCU,2.16,104.1,102.0,66.7,0.08900000000000001,11.22,107.4,96.1,0.45,2021
145,Santa Clara,1.99,100.3,98.3,70.5,0.147,5.83,104.3,98.4,0.81,2021
146,Boston College,1.91,105.0,103.1,71.0,-0.09699999999999999,14.3,110.7,96.4,13.0,2021
147,Tulane,1.72,99.4,97.7,67.4,0.013000000000000001,7.04,104.1,97.1,-14.55,2021
148,Ball St.,1.59,103.2,101.6,70.8,-0.049,4.63,106.0,101.4,4.04,2021
149,Old Dominion,1.44,101.0,99.5,67.5,0.14,2.96,102.8,99.8,5.6,2021
150,New Mexico St.,1.29,103.8,102.5,64.7,-0.066,-2.58,100.2,102.8,-3.66,2021
151,VMI,1.2,107.7,106.5,70.0,-0.048,3.06,104.5,101.4,5.13,2021
152,Stephen F. Austin,1.07,103.1,102.0,69.7,0.047,-7.74,97.8,105.6,-2.22,2021
153,Georgia St.,0.92,105.5,104.6,70.6,0.076,-1.74,101.0,102.7,4.78,2021
154,Chattanooga,0.82,102.9,102.0,66.5,0.102,0.78,103.2,102.4,-3.38,2021
155,Miami OH,0.82,105.8,105.0,65.9,0.002,2.99,104.6,101.6,-0.49,2021
156,Northern Iowa,0.78,103.4,102.6,68.9,-0.022000000000000002,7.54,105.1,97.6,15.12,2021
157,UTSA,0.77,106.4,105.6,71.9,0.021,3.31,102.5,99.2,5.3,2021
158,Drexel ,0.75,106.3,105.5,64.0,0.006999999999999999,-2.2,101.0,103.2,-5.66,2021
159,Kansas St.,0.63,99.0,98.4,65.5,0.026000000000000002,13.24,109.3,96.1,-1.52,2021
160,Detroit,0.59,109.1,108.5,67.2,-0.051,-1.85,103.4,105.2,8.66,2021
161,Jacksonville St.,0.55,104.8,104.2,65.9,0.017,-2.59,101.0,103.6,4.83,2021
162,East Carolina,0.49,99.0,98.5,67.9,-0.016,5.93,104.3,98.4,-6.79,2021
163,Wyoming,0.41,109.1,108.7,69.1,0.046,1.56,102.4,100.8,-11.93,2021
164,South Dakota,0.34,106.9,106.6,69.0,-0.015,-0.09,103.0,103.0,10.57,2021
165,Navy,0.05,103.5,103.4,66.0,0.179,-5.26,98.0,103.2,7.43,2021
166,Bellarmine,0.04,108.2,108.1,65.2,-0.015,-3.91,99.9,103.8,7.37,2021
167,Princeton,0.04,103.8,103.7,66.7,0.0,-99.0,0.0,200.0,-99.0,2021
168,Northeastern,-0.0,98.3,98.3,67.1,0.055999999999999994,3.12,105.1,102.0,15.26,2021
169,Cleveland St. ,-0.04,100.4,100.4,66.2,0.19899999999999998,-0.76,105.0,105.7,20.4,2021
170,Murray St.,-0.05,103.1,103.2,66.2,-0.177,-4.92,99.5,104.4,-3.14,2021
171,UMBC,-0.11,100.5,100.6,67.6,-0.013000000000000001,-4.57,98.6,103.1,-3.32,2021
172,Wake Forest,-0.18,101.3,101.5,67.1,-0.109,13.98,110.4,96.5,-17.78,2021
173,UNLV,-0.33,103.7,104.0,66.2,-0.037000000000000005,5.6,104.3,98.7,13.1,2021
174,South Florida,-0.37,100.5,100.9,66.9,0.049,9.74,105.8,96.0,2.32,2021
175,Eastern Kentucky,-0.46,100.8,101.3,74.9,0.085,-5.25,99.7,104.9,-7.85,2021
176,James Madison,-0.63,103.3,103.9,71.9,-0.048,-1.84,100.9,102.8,-0.22,2021
177,Iona ,-0.67,100.0,100.7,67.8,0.03,-5.58,98.1,103.7,-0.43,2021
178,Coastal Carolina,-0.81,99.2,100.0,71.2,-0.02,-4.98,99.6,104.6,-12.97,2021
179,Florida Atlantic,-0.93,101.9,102.8,68.2,-0.098,-1.3,101.0,102.3,-0.16,2021
180,Gardner Webb,-0.99,104.4,105.3,66.8,-0.165,-3.68,100.2,103.9,13.22,2021
181,Iowa St.,-1.04,99.6,100.7,69.9,-0.12,16.41,110.9,94.5,3.76,2021
182,Sam Houston St.,-1.2,101.0,102.2,71.0,0.092,-2.77,100.2,103.0,15.34,2021
183,Harvard,-1.3,101.6,102.9,68.2,0.0,-99.0,0.0,200.0,-99.0,2021
184,Texas St.,-1.34,99.3,100.7,62.5,0.07200000000000001,-6.04,98.3,104.4,-8.12,2021
185,Bryant,-1.4,103.0,104.4,74.1,-0.044000000000000004,-7.59,98.1,105.7,4.8,2021
186,Siena,-1.98,99.6,101.6,66.3,-0.057,-7.2,96.6,103.8,-99.0,2021
187,Rice,-2.02,103.8,105.9,69.4,0.039,2.64,102.0,99.4,-11.9,2021
188,Fresno St.,-2.22,99.6,101.8,65.9,0.065,5.06,104.5,99.5,-99.0,2021
189,Hawaii,-2.28,101.4,103.7,66.9,-0.02,0.56,101.5,101.0,-99.0,2021
190,Hofstra,-2.47,105.7,108.2,68.2,0.052000000000000005,-1.24,101.4,102.7,5.22,2021
191,Southern Illinois,-2.48,100.0,102.4,66.3,0.075,5.13,104.4,99.3,-4.34,2021
192,Valparaiso,-2.54,96.6,99.1,67.1,-0.027999999999999997,6.69,105.7,99.0,5.18,2021
193,Montana,-2.59,98.5,101.1,65.8,0.009000000000000001,2.32,104.3,102.0,19.29,2021
194,Hartford ,-3.03,96.7,99.7,67.0,0.081,-5.06,99.1,104.1,-0.02,2021
195,Illinois St.,-3.23,98.7,101.9,69.1,-0.11199999999999999,5.72,105.4,99.7,2.07,2021
196,San Diego,-3.25,97.2,100.5,70.3,-0.025,10.74,107.9,97.1,9.26,2021
197,Army,-3.42,97.9,101.3,68.5,0.034,-1.13,103.1,104.3,2.86,2021
198,Nicholls St.,-3.47,100.1,103.6,71.6,0.121,-7.09,98.4,105.5,8.41,2021
199,Evansville,-3.73,105.8,109.5,62.1,0.011000000000000001,4.37,103.4,99.1,-4.34,2021
200,La Salle,-3.8,101.6,105.4,68.6,-0.012,7.09,104.5,97.4,6.04,2021
201,Utah Valley,-3.86,100.3,104.1,70.3,0.006999999999999999,0.48,103.0,102.5,12.35,2021
202,Saint Joseph's,-3.96,100.9,104.9,72.1,0.027000000000000003,10.61,107.6,97.0,15.35,2021
203,Louisiana,-3.97,100.1,104.1,71.0,0.096,-3.78,100.1,103.9,-1.6,2021
204,Elon,-4.06,96.5,100.6,66.6,0.013999999999999999,-1.51,102.0,103.5,-4.18,2021
205,Northern Kentucky,-4.09,103.6,107.7,64.8,0.055999999999999994,-2.75,102.0,104.7,3.95,2021
206,UMKC,-4.32,95.8,100.1,62.6,-0.07400000000000001,1.0,104.2,103.2,11.12,2021
207,Norfolk St. ,-4.35,99.0,103.4,67.5,0.09,-6.99,97.9,104.9,-0.65,2021
208,Montana St.,-4.37,99.1,103.5,68.3,0.055,-1.29,102.1,103.4,5.57,2021
209,UC Davis,-4.44,97.7,102.2,69.3,0.087,-1.09,101.4,102.5,-0.75,2021
210,Texas Southern ,-4.5,99.5,104.0,71.5,0.059000000000000004,-7.84,95.3,103.1,14.35,2021
211,Campbell,-4.5,102.8,107.3,64.0,0.064,-5.1,98.9,104.0,-1.72,2021
212,Appalachian St. ,-4.67,98.2,102.9,65.5,0.039,-2.79,100.2,103.0,5.55,2021
213,Austin Peay,-4.97,103.8,108.8,66.9,-0.071,-5.27,98.4,103.6,-1.56,2021
214,Loyola MD,-5.0,96.6,101.6,68.5,-0.19,-4.34,101.7,106.0,-99.0,2021
215,Milwaukee,-5.01,101.6,106.6,69.8,-0.01,-2.11,101.7,103.8,0.32,2021
216,The Citadel,-5.02,103.8,108.8,74.3,0.064,2.63,104.0,101.4,-10.43,2021
217,South Alabama,-5.04,103.1,108.1,66.6,0.043,-3.05,99.0,102.1,-1.04,2021
218,Penn,-5.13,100.0,105.1,69.2,0.0,-99.0,0.0,200.0,-99.0,2021
219,Seattle,-5.17,98.2,103.4,68.9,-0.036000000000000004,-1.44,102.4,103.8,-1.63,2021
220,Cornell,-5.19,101.1,106.3,66.9,0.0,-99.0,0.0,200.0,-99.0,2021
221,Oakland,-5.22,103.7,108.9,69.7,0.046,2.36,105.3,102.9,19.55,2021
222,Saint Peter's,-5.29,90.3,95.6,66.8,-0.006,-6.3,98.1,104.4,4.0,2021
223,Morgan St.,-5.62,99.8,105.4,72.0,-0.037000000000000005,-8.34,95.7,104.0,0.15,2021
224,Wagner,-5.64,100.6,106.3,65.6,0.068,-8.49,97.6,106.1,19.97,2021
225,Monmouth,-6.01,98.8,104.8,74.3,0.05,-6.08,96.8,102.9,-3.66,2021
226,Delaware,-6.02,96.9,102.9,66.6,-0.069,-3.96,101.7,105.7,-2.1,2021
227,George Washington,-6.13,101.4,107.6,67.9,-0.094,0.66,99.7,99.0,-6.27,2021
228,UMass Lowell,-6.23,99.6,105.8,69.1,0.055,-1.76,100.2,101.9,12.97,2021
229,Charleston,-6.26,102.1,108.3,63.6,-0.03,-1.97,101.3,103.3,2.65,2021
230,Charlotte,-6.28,97.2,103.5,62.8,-0.032,1.19,102.4,101.2,-4.61,2021
231,UC San Diego,-6.36,101.5,107.9,69.8,0.023,5.91,103.8,97.9,5.91,2021
232,Northern Colorado,-6.37,98.7,105.0,67.9,-0.004,-2.26,100.5,102.8,14.65,2021
233,Cal Baptist,-6.37,104.1,110.4,70.6,-0.016,-4.6,99.5,104.1,-9.05,2021
234,Stetson,-6.41,100.1,106.5,67.8,-0.006,-2.03,101.5,103.6,8.12,2021
235,Mount St. Mary's ,-6.56,94.3,100.9,61.7,-0.004,-6.39,99.2,105.6,11.15,2021
236,Stony Brook,-6.57,94.5,101.1,66.5,-0.09,-3.09,100.0,103.1,2.29,2021
237,Prairie View A&M,-6.63,94.4,101.0,69.3,0.111,-13.99,93.0,107.0,7.14,2021
238,Lipscomb,-6.7,100.7,107.4,66.1,0.024,-3.61,100.0,103.6,3.13,2021
239,Albany,-6.88,97.1,104.0,69.7,-0.079,-4.47,98.7,103.2,-3.83,2021
240,Little Rock,-6.89,98.1,105.0,67.1,-0.04,-2.8,99.6,102.4,3.95,2021
241,Western Carolina,-6.97,99.7,106.7,70.6,0.031,2.01,104.3,102.3,-3.73,2021
242,UNC Asheville,-6.99,100.5,107.5,68.3,-0.008,-5.33,99.3,104.6,-4.46,2021
243,Radford,-6.99,97.5,104.5,63.5,0.023,-4.4,99.9,104.3,8.24,2021
244,Long Beach St.,-7.19,97.4,104.6,73.8,-0.011000000000000001,0.59,102.1,101.6,4.84,2021
245,Longwood,-7.19,97.9,105.1,65.1,-0.027000000000000003,-3.9,100.3,104.2,2.12,2021
246,Youngstown St.,-7.23,102.0,109.2,67.7,0.032,-3.98,101.8,105.8,-9.98,2021
247,UNC Wilmington,-7.36,101.9,109.2,69.1,-0.122,-4.55,99.9,104.5,-2.03,2021
248,Portland St.,-7.4,92.8,100.2,69.3,-0.135,-2.65,100.8,103.5,9.32,2021
249,Niagara,-7.61,99.6,107.2,64.6,-0.040999999999999995,-5.63,96.4,102.0,10.57,2021
250,Brown,-7.69,95.0,102.7,69.8,0.0,-99.0,0.0,200.0,-99.0,2021
251,Canisius,-7.76,99.0,106.7,70.7,0.057999999999999996,-5.47,95.9,101.3,-99.0,2021
252,UT Arlington,-7.91,98.0,105.9,69.3,0.051,-2.77,99.5,102.3,12.89,2021
253,Arkansas St.,-7.91,98.9,106.8,67.7,-0.040999999999999995,-3.65,99.2,102.9,8.25,2021
254,Southern Miss,-7.94,92.9,100.8,67.5,-0.078,1.31,101.9,100.6,-5.68,2021
255,Sacramento St.,-8.09,102.1,110.2,65.3,-0.03,0.45,102.9,102.4,4.29,2021
256,Cal St. Fullerton,-8.15,101.3,109.5,71.8,-0.044000000000000004,-0.12,102.0,102.1,-1.43,2021
257,Green Bay,-8.21,102.2,110.4,66.0,-0.042,-1.1,103.0,104.1,13.49,2021
258,Idaho St.,-8.73,93.4,102.1,64.3,0.0,-2.69,100.8,103.5,5.44,2021
259,Boston University,-8.89,100.1,109.0,65.6,0.008,-2.13,102.3,104.4,-99.0,2021
260,Cal St. Northridge,-8.91,101.4,110.3,70.2,0.059000000000000004,0.89,102.0,101.1,3.69,2021
261,Tarleton St.,-9.05,96.7,105.8,64.5,-0.052000000000000005,0.67,101.7,101.1,11.26,2021
262,Lafayette,-9.06,102.7,111.7,68.7,0.062,-8.8,96.4,105.2,-99.0,2021
263,IUPUI,-9.3,96.0,105.3,72.2,0.076,-2.42,101.9,104.3,-15.71,2021
264,Samford,-9.42,96.3,105.7,72.8,-0.035,2.88,103.9,101.0,-3.31,2021
265,Marist,-9.61,91.4,101.0,66.2,0.08199999999999999,-7.29,97.0,104.3,-13.43,2021
266,Jackson St.,-9.72,87.9,97.6,68.5,0.111,-12.52,93.4,106.0,12.94,2021
267,American,-9.72,96.3,106.0,67.5,0.065,-1.5,100.8,102.3,-99.0,2021
268,New Hampshire,-9.79,95.8,105.6,66.5,0.055999999999999994,-6.24,97.1,103.4,-4.33,2021
269,Southeast Missouri St.,-9.95,95.3,105.3,68.5,-0.003,-4.39,99.7,104.1,-0.36,2021
270,Georgia Southern,-10.06,93.9,104.0,66.7,0.032,-3.32,100.2,103.5,-1.22,2021
271,LIU,-10.27,93.2,103.5,73.7,-0.021,-9.07,98.1,107.1,-99.0,2021
272,Western Michigan,-10.36,94.6,105.0,66.1,-0.036000000000000004,4.49,106.3,101.8,5.24,2021
273,North Alabama,-10.44,94.5,104.9,70.6,0.051,-4.65,100.4,105.0,2.77,2021
274,North Dakota,-10.69,97.3,108.0,67.2,0.077,0.67,104.0,103.3,5.94,2021
275,Bucknell,-10.69,97.1,107.8,71.9,-0.018000000000000002,-6.91,99.6,106.5,-99.0,2021
