Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year
46,Maryland,14.34,113.1,98.7,67.2,0.061,7.74,108.3,100.6,-1.1,2017
47,Utah,14.2,113.5,99.3,68.7,-0.099,3.36,106.0,102.7,-6.19,2017
48,VCU ,14.07,110.1,96.0,68.8,0.026000000000000002,3.65,105.8,102.2,0.91,2017
49,Illinois St.,14.0,107.6,93.6,64.9,0.081,0.99,104.5,103.5,-0.69,2017
50,Virginia Tech,13.8,117.3,103.5,68.4,0.053,8.23,110.0,101.7,-7.98,2017
51,Seton Hall,13.63,109.4,95.8,67.5,0.057999999999999996,9.65,110.2,100.6,-2.11,2017
52,Houston,13.61,113.5,99.9,65.4,-0.032,2.32,105.0,102.7,-3.28,2017
53,USC ,13.45,114.2,100.7,68.7,0.079,5.49,108.8,103.3,-3.37,2017
54,Nevada ,13.31,114.6,101.3,69.7,0.055,1.29,104.5,103.2,-1.12,2017
55,Syracuse,13.31,115.7,102.3,66.8,-0.048,7.2,108.3,101.1,-3.21,2017
56,Alabama,13.08,105.3,92.2,65.1,-0.055,7.16,108.1,100.9,-1.64,2017
57,Tennessee,12.62,110.1,97.5,69.4,-0.053,11.2,109.3,98.1,6.58,2017
58,Princeton ,12.61,109.0,96.4,63.2,0.006999999999999999,-1.08,103.9,105.0,2.17,2017
59,UNC Wilmington ,12.46,118.0,105.5,70.3,0.039,0.4,105.1,104.7,2.17,2017
60,Providence ,12.43,108.5,96.0,66.2,0.013999999999999999,7.9,109.1,101.2,-4.48,2017
61,Georgia,12.39,108.7,96.3,67.1,0.015,10.96,109.9,99.0,4.54,2017
62,California,12.13,104.9,92.7,65.7,-0.012,5.01,107.1,102.1,-2.42,2017
63,Vermont ,11.67,111.1,99.4,64.5,0.053,-4.42,103.0,107.4,1.65,2017
64,Texas A&M,11.49,108.7,97.3,64.5,-0.042,7.97,109.4,101.5,-1.94,2017
65,Oklahoma,11.49,107.4,95.9,70.0,-0.102,14.13,112.5,98.3,1.16,2017
66,Illinois,11.31,107.2,95.8,66.7,0.027999999999999997,8.41,109.6,101.2,-0.16,2017
67,East Tennessee St. ,11.1,108.0,96.9,70.1,0.005,-1.17,105.4,106.6,0.38,2017
68,UCF,10.91,104.2,93.3,66.0,0.022000000000000002,2.82,105.4,102.6,-6.71,2017
69,Georgetown,10.72,108.4,97.7,68.6,-0.102,9.68,110.9,101.3,1.85,2017
70,Texas,10.51,104.2,93.7,67.6,-0.105,13.92,112.8,98.9,1.81,2017
71,Iowa,10.48,113.0,102.5,71.2,0.011000000000000001,6.95,108.0,101.1,-3.6,2017
72,Colorado,10.3,112.6,102.3,67.7,-0.05,5.25,107.7,102.4,-0.92,2017
73,Ohio St.,10.2,111.2,101.0,68.0,-0.054000000000000006,6.78,107.4,100.6,-4.55,2017
74,Mississippi,10.16,111.1,100.9,71.6,0.062,7.31,107.8,100.5,-0.73,2017
75,UT Arlington,9.8,110.6,100.8,70.6,0.038,-0.01,104.0,104.0,6.3,2017
76,Bucknell ,9.38,109.7,100.3,70.0,0.006,-3.62,101.4,105.0,0.89,2017
77,Georgia Tech,9.0,100.0,91.0,68.2,0.069,8.41,110.2,101.7,-5.28,2017
78,San Diego St.,8.99,104.0,95.1,64.9,-0.10099999999999999,0.95,104.5,103.6,-1.88,2017
79,Pittsburgh,8.72,112.4,103.7,65.4,0.044000000000000004,10.42,110.9,100.4,0.08,2017
80,BYU,8.66,109.1,100.5,75.6,0.006,0.24,104.2,104.0,-1.86,2017
81,Monmouth,8.61,109.1,100.5,72.4,0.07,-2.63,103.6,106.2,2.02,2017
82,Auburn,8.52,111.9,103.3,73.6,0.045,6.99,107.5,100.5,1.35,2017
83,Belmont,8.17,110.8,102.7,68.0,0.069,-1.36,103.9,105.2,3.64,2017
84,New Mexico St. ,7.89,110.5,102.6,67.9,0.063,-4.52,101.0,105.6,-4.82,2017
85,Davidson,7.7,108.4,100.7,68.5,-0.031,4.23,106.9,102.6,1.87,2017
86,Colorado St.,7.67,108.5,100.9,66.7,0.024,1.28,104.3,103.0,-1.29,2017
87,Penn St.,7.3,104.5,97.2,70.4,-0.013000000000000001,8.52,108.5,100.0,0.43,2017
88,Mississippi St.,7.27,106.6,99.3,68.9,-0.032,5.29,106.3,101.0,-6.24,2017
89,College of Charleston,7.25,106.2,98.9,64.5,0.054000000000000006,-0.07,105.8,105.8,-0.04,2017
90,Cal St. Bakersfield,7.24,100.9,93.7,67.2,0.013999999999999999,-0.84,103.0,103.8,-1.22,2017
91,St. Bonaventure,7.23,109.0,101.8,68.8,-0.027000000000000003,0.05,104.7,104.7,-4.39,2017
92,Richmond,7.21,110.0,102.8,68.9,0.043,2.92,105.4,102.4,-1.89,2017
93,Louisiana Tech,7.06,107.9,100.9,68.5,-0.062,-5.77,100.9,106.7,-6.32,2017
94,Boise St.,7.0,109.2,102.2,69.5,0.032,3.39,106.1,102.7,1.38,2017
95,Saint Peter's,6.67,102.5,95.9,61.3,-0.024,-2.64,104.0,106.6,-2.34,2017
96,Connecticut,6.53,105.2,98.7,65.0,-0.047,5.67,107.4,101.7,5.25,2017
97,Loyola Chicago,6.45,108.9,102.5,65.8,-0.10400000000000001,-0.5,103.4,103.9,-4.35,2017
98,Fresno St.,6.37,104.6,98.2,68.5,-0.001,2.5,105.8,103.3,-2.36,2017
99,St. John's,6.26,109.0,102.7,73.3,-0.039,9.18,109.6,100.4,-2.77,2017
100,Akron,6.1,112.6,106.4,66.3,0.084,-1.48,104.2,105.7,-5.23,2017
101,Memphis,6.02,107.0,101.0,68.4,0.026000000000000002,1.65,104.7,103.0,-4.46,2017
102,Stanford,5.91,104.8,98.9,68.3,-0.008,8.53,110.2,101.6,6.04,2017
103,Oakland,5.9,105.0,99.1,71.9,-0.011000000000000001,-4.1,102.8,106.9,-5.42,2017
104,Valparaiso,5.82,106.3,100.5,67.2,0.069,-2.87,103.0,105.8,0.08,2017
105,Ohio,5.73,105.6,99.9,70.4,-0.07200000000000001,-2.9,103.5,106.4,-6.82,2017
106,Furman,5.21,107.0,101.7,66.1,0.01,-1.5,104.6,106.1,0.19,2017
107,Nebraska,5.14,105.0,99.8,68.1,0.011000000000000001,11.37,111.2,99.8,6.66,2017
108,Florida Gulf Coast ,5.07,109.4,104.4,65.9,0.037000000000000005,-4.8,103.7,108.5,2.14,2017
109,N.C. State,4.98,112.6,107.6,70.3,0.019,7.58,108.6,101.0,-6.15,2017
110,UNC Asheville,4.85,107.4,102.5,68.3,0.012,-4.96,102.0,107.0,6.43,2017
111,San Francisco,4.74,102.8,98.0,69.1,0.008,-1.24,104.0,105.2,-5.69,2017
112,Harvard,4.73,106.7,101.9,67.0,-0.07,-2.82,102.9,105.7,-0.82,2017
113,Winthrop ,4.53,106.1,101.6,71.1,0.028999999999999998,-7.13,100.7,107.8,1.93,2017
114,Chattanooga,4.32,106.6,102.3,65.5,-0.01,-1.12,105.5,106.6,2.21,2017
115,Lehigh,4.23,107.5,103.3,69.6,-0.034,-2.53,101.9,104.4,3.52,2017
116,Towson,4.22,105.5,101.2,67.9,-0.009000000000000001,-0.59,105.1,105.7,-1.51,2017
117,Iona ,4.2,110.8,106.6,70.6,0.013000000000000001,-1.94,103.7,105.7,-0.05,2017
118,Temple,3.93,108.3,104.3,67.1,0.015,3.27,105.0,101.8,0.71,2017
119,New Mexico,3.44,106.5,103.1,68.8,0.024,2.14,105.4,103.2,-1.32,2017
120,Old Dominion,3.44,100.7,97.2,61.1,-0.013000000000000001,-2.4,104.0,106.4,1.5,2017
121,UNC Greensboro,3.19,107.7,104.5,66.9,0.11,-1.56,104.9,106.4,-1.63,2017
122,Buffalo,3.14,105.3,102.2,71.4,-0.053,-0.41,105.3,105.7,2.55,2017
123,George Mason,3.14,107.3,104.2,68.8,0.027000000000000003,0.53,103.5,103.0,-3.55,2017
124,Arkansas St.,2.99,106.3,103.3,67.3,0.022000000000000002,-1.48,103.6,105.0,3.26,2017
125,Santa Clara,2.81,105.5,102.7,62.6,-0.013999999999999999,0.38,103.5,103.2,-4.47,2017
126,Arizona St.,2.81,111.9,109.1,70.0,0.035,6.49,108.6,102.1,-1.06,2017
127,Wyoming,2.78,104.8,102.0,72.9,-0.004,-1.08,104.1,105.2,-2.1,2017
128,Toledo,2.69,108.8,106.1,66.4,-0.081,-0.96,105.0,106.0,0.52,2017
129,Albany,2.66,107.5,104.9,64.2,-0.038,-5.16,101.8,106.9,-2.0,2017
130,Utah St.,2.42,106.9,104.5,66.6,-0.066,1.99,105.1,103.1,-0.45,2017
131,Georgia St.,2.4,103.9,101.5,68.6,0.013999999999999999,-1.27,104.3,105.6,2.23,2017
132,George Washington,2.32,107.7,105.3,65.8,0.067,1.38,104.4,103.0,-1.71,2017
133,William & Mary,2.28,111.9,109.7,70.9,-0.003,0.51,105.8,105.3,1.05,2017
134,Missouri St.,2.27,108.3,106.0,66.2,-0.055,-0.26,103.6,103.9,-6.25,2017
135,Rutgers,2.23,101.5,99.3,66.2,0.006,6.7,107.5,100.8,-9.39,2017
136,Elon,2.19,104.4,102.2,67.8,-0.021,-0.77,105.4,106.2,-1.75,2017
137,Troy ,2.04,109.7,107.6,68.1,-0.023,-2.86,102.4,105.3,-6.78,2017
138,Northern Kentucky ,1.91,106.8,104.9,68.0,0.073,-3.35,102.9,106.3,-2.55,2017
139,UC Irvine,1.86,101.8,100.0,66.5,-0.011000000000000001,-3.29,102.4,105.7,6.93,2017
140,La Salle,1.8,110.6,108.7,68.7,0.027999999999999997,2.18,105.0,102.8,1.13,2017
141,Kent St. ,1.68,104.9,103.3,68.3,0.024,-1.92,104.4,106.3,-5.91,2017
142,Wofford,1.54,109.9,108.4,66.7,-0.067,0.9,105.6,104.7,6.75,2017
143,South Dakota,1.48,104.2,102.7,70.7,0.066,-2.62,105.4,108.1,-1.86,2017
144,Tulsa,1.44,104.3,102.9,68.2,0.055,4.59,105.8,101.2,2.08,2017
145,Mercer,1.37,109.6,108.2,61.7,-0.064,0.1,105.4,105.3,3.55,2017
146,Louisiana Lafayette,1.29,111.1,109.8,72.2,0.034,-2.71,102.6,105.3,-4.27,2017
147,Utah Valley,1.25,101.0,99.7,73.0,-0.085,-1.13,102.6,103.8,1.42,2017
148,Eastern Michigan,1.2,106.1,104.9,68.1,-0.078,0.58,106.6,106.0,5.08,2017
149,Marshall,1.13,110.8,109.7,77.6,0.027000000000000003,-1.36,103.3,104.7,0.72,2017
150,Southern Illinois,1.09,104.8,103.7,65.4,0.047,1.18,104.2,103.0,-2.95,2017
151,Yale,1.01,106.2,105.2,68.2,0.055,-2.03,103.6,105.7,-1.36,2017
152,Grand Canyon,0.97,101.6,100.6,68.9,0.078,-5.95,100.3,106.2,-7.8,2017
153,Fort Wayne,0.84,108.8,108.0,71.6,-0.025,-3.36,105.4,108.7,-4.33,2017
154,Evansville,0.83,104.1,103.2,66.8,-0.024,1.09,104.7,103.6,-2.4,2017
155,Rice,0.73,107.8,107.1,72.7,-0.027999999999999997,-5.44,101.2,106.7,-6.25,2017
156,Missouri,0.64,101.5,100.9,68.0,-0.16,6.83,108.1,101.3,-5.07,2017
157,Jacksonville St. ,0.63,105.8,105.2,63.6,0.027999999999999997,-1.68,104.2,105.9,0.61,2017
158,Massachusetts,0.63,100.6,100.0,71.9,-0.042,0.85,104.9,104.1,-4.53,2017
159,Northeastern,0.63,107.0,106.4,66.1,-0.013999999999999999,0.9,105.4,104.5,2.41,2017
160,Tennessee St.,0.59,100.3,99.7,67.0,-0.016,-2.29,104.6,106.9,3.55,2017
161,North Carolina Central ,0.36,102.2,101.9,66.7,-0.055,-12.44,97.7,110.1,-0.66,2017
162,Western Michigan,0.36,107.1,106.8,67.9,-0.016,-0.54,105.4,106.0,1.99,2017
163,Washington,0.34,107.7,107.4,71.1,-0.10300000000000001,6.87,109.5,102.6,-2.27,2017
164,Wright St.,0.34,106.5,106.2,69.0,0.055999999999999994,-2.21,103.0,105.3,0.85,2017
165,Lipscomb,0.3,107.3,107.0,74.2,-0.017,-4.59,103.2,107.8,1.17,2017
166,Samford,0.26,107.8,107.5,68.6,-0.036000000000000004,-2.56,103.9,106.4,-3.56,2017
167,North Dakota St.,0.19,104.6,104.4,66.7,0.081,-1.93,105.5,107.5,0.5,2017
168,North Dakota ,0.04,103.6,103.5,71.5,0.048,-5.66,103.0,108.6,3.24,2017
169,Northern Iowa,0.01,97.6,97.6,63.5,0.054000000000000006,4.51,107.2,102.7,7.99,2017
170,Siena,-0.16,106.2,106.3,68.7,-0.009000000000000001,-1.16,104.6,105.7,5.47,2017
171,Penn,-0.2,102.6,102.8,66.7,-0.054000000000000006,-1.68,103.5,105.2,0.2,2017
172,LSU,-0.25,109.7,109.9,71.9,0.008,9.25,108.7,99.5,2.91,2017
173,Boston College,-0.27,103.9,104.2,71.1,-0.032,8.18,110.4,102.2,-6.42,2017
174,Texas St.,-0.36,101.3,101.7,62.3,0.016,-4.36,102.3,106.6,-7.98,2017
175,Loyola Marymount,-0.4,103.0,103.4,67.2,0.025,-0.07,104.8,104.9,-5.03,2017
176,Nebraska Omaha,-0.4,108.6,109.0,73.8,0.086,-0.59,106.2,106.8,4.11,2017
177,Texas A&M Corpus Chris,-0.49,102.8,103.3,68.8,0.062,-6.0,101.8,107.8,2.4,2017
178,New Orleans ,-0.52,101.3,101.8,66.2,0.046,-5.29,102.3,107.6,8.32,2017
179,Weber St.,-0.54,108.5,109.0,67.0,-0.03,-4.67,103.2,107.9,1.43,2017
180,Ball St.,-0.62,104.7,105.3,71.1,0.040999999999999995,-3.92,103.2,107.1,-10.95,2017
181,Gardner Webb,-0.76,102.7,103.5,70.8,-0.040999999999999995,-5.65,101.5,107.1,4.28,2017
182,New Hampshire,-0.8,102.3,103.2,65.4,0.063,-4.58,102.6,107.1,-0.5,2017
183,DePaul,-1.05,103.5,104.5,67.7,-0.069,6.99,108.8,101.8,-7.12,2017
184,Saint Joseph's,-1.05,102.2,103.3,68.4,-0.032,3.35,106.0,102.7,3.33,2017
185,South Dakota St. ,-1.19,110.2,111.4,67.2,0.028999999999999998,-0.59,104.9,105.5,1.66,2017
186,Eastern Washington,-1.25,109.6,110.8,66.7,0.08199999999999999,-5.14,103.0,108.2,2.16,2017
187,Canisius,-1.27,108.7,109.9,69.6,0.005,-2.77,103.0,105.8,-1.07,2017
188,Hofstra,-1.35,111.1,112.4,67.7,-0.034,-1.44,104.1,105.6,-2.82,2017
189,Denver,-1.41,107.7,109.2,66.8,-0.006999999999999999,-3.65,103.9,107.5,-4.94,2017
190,Green Bay,-1.45,102.0,103.4,74.0,0.032,-2.88,103.9,106.8,-0.33,2017
191,East Carolina,-1.49,97.0,98.5,66.9,0.013000000000000001,0.53,105.0,104.5,-10.91,2017
192,Boston University,-1.68,101.7,103.4,69.6,0.003,-4.1,101.8,105.9,-0.77,2017
193,Washington St.,-1.73,104.4,106.1,67.7,0.067,6.36,109.2,102.9,-3.03,2017
194,Montana,-2.06,106.1,108.2,66.7,-0.05,-4.94,103.5,108.4,0.79,2017
195,Georgia Southern,-2.08,105.2,107.3,68.5,0.049,-1.26,104.6,105.9,1.82,2017
196,UAB,-2.52,103.9,106.4,66.1,-0.008,-2.45,103.6,106.0,0.08,2017
197,Murray St.,-2.61,107.2,109.8,68.7,-0.087,-4.05,103.6,107.6,0.01,2017
198,IUPUI,-2.76,107.0,109.8,69.3,-0.036000000000000004,-0.64,105.7,106.3,3.64,2017
199,Indiana St.,-2.78,99.6,102.3,69.7,-0.009000000000000001,2.47,105.2,102.7,1.71,2017
200,UTEP,-2.93,99.7,102.7,66.3,-0.035,-3.51,102.9,106.4,-2.74,2017
201,UMBC,-2.97,107.9,110.9,71.0,0.028999999999999998,-6.24,101.3,107.5,-3.41,2017
202,Fordham,-3.05,97.0,100.0,64.3,-0.023,0.87,104.8,103.9,-3.14,2017
203,Morehead St.,-3.06,106.7,109.8,68.7,-0.005,-1.0,105.2,106.2,4.42,2017
204,Fairfield,-3.3,99.8,103.1,69.2,0.038,-2.85,103.8,106.7,-2.55,2017
205,Northern Illinois,-3.47,98.9,102.4,66.8,-0.038,-2.5,104.1,106.6,-5.54,2017
206,Navy,-3.47,99.9,103.4,64.2,-0.012,-4.19,101.5,105.7,-3.3,2017
207,Coastal Carolina,-3.56,101.8,105.4,68.8,0.05,-1.39,103.8,105.2,1.16,2017
208,Rider,-3.7,100.9,104.6,72.2,0.047,-4.42,102.6,107.0,-6.04,2017
209,Mount St. Mary's ,-3.86,99.5,103.4,66.8,0.07400000000000001,-4.49,102.0,106.5,11.52,2017
210,Tennessee Martin,-3.92,106.7,110.6,67.5,0.11800000000000001,-4.47,102.9,107.3,-2.34,2017
211,Liberty,-3.93,99.9,103.8,62.7,0.037000000000000005,-6.25,102.1,108.4,2.89,2017
212,Texas Southern ,-4.04,103.5,107.5,68.6,0.125,-8.49,100.2,108.7,12.68,2017
213,Stony Brook,-4.1,101.8,105.9,65.9,0.05,-5.85,101.9,107.8,-3.28,2017
214,San Jose St.,-4.1,100.4,104.5,70.8,0.077,1.21,105.4,104.2,-4.42,2017
215,Holy Cross,-4.23,98.7,102.9,60.4,0.022000000000000002,-3.0,102.1,105.1,0.22,2017
216,Idaho,-4.23,101.8,106.0,66.5,0.031,-5.98,102.5,108.5,-1.34,2017
217,Bradley,-4.29,98.4,102.7,67.7,0.018000000000000002,2.4,105.9,103.5,0.41,2017
218,UC Davis ,-4.41,97.8,102.2,68.9,0.131,-5.31,100.8,106.1,-0.94,2017
219,UMKC,-4.42,103.0,107.4,70.7,0.065,-1.63,103.5,105.1,0.61,2017
220,Eastern Illinois,-4.83,100.1,105.0,68.6,-0.049,-4.96,102.7,107.7,-3.33,2017
221,Houston Baptist,-5.08,105.2,110.2,70.3,0.052000000000000005,-3.5,102.7,106.2,13.67,2017
222,Air Force,-5.22,104.3,109.5,67.1,-0.065,0.29,104.4,104.1,-6.1,2017
223,James Madison,-5.31,98.8,104.1,64.0,-0.065,-0.84,105.9,106.7,-2.9,2017
224,Duquesne,-5.32,101.9,107.3,70.0,-0.075,-1.27,103.1,104.3,-8.24,2017
225,Long Beach St.,-5.48,104.6,110.1,69.5,0.036000000000000004,-1.65,103.0,104.6,12.57,2017
226,Lamar,-5.58,103.1,108.7,68.1,-0.013999999999999999,-7.05,100.2,107.2,-3.82,2017
227,Loyola MD,-5.82,98.4,104.2,66.2,0.067,-3.12,102.1,105.2,0.14,2017
228,Southeast Missouri St.,-5.87,103.4,109.3,68.6,-0.038,-4.43,103.2,107.6,-2.94,2017
229,Central Michigan,-6.01,111.6,117.6,75.3,0.053,-2.21,103.2,105.4,-5.47,2017
230,Army,-6.04,98.6,104.7,71.4,-0.063,-4.56,101.4,106.0,-3.96,2017
231,Southeastern Louisiana,-6.06,97.8,103.9,67.1,-0.054000000000000006,-7.56,101.0,108.6,-3.61,2017
232,Western Kentucky,-6.15,103.0,109.1,65.8,0.048,-3.19,103.0,106.2,-3.64,2017
233,Stephen F. Austin,-6.19,96.7,102.9,66.3,0.04,-5.65,102.1,107.7,1.84,2017
234,Sam Houston St.,-6.19,97.2,103.4,70.0,0.10099999999999999,-6.44,101.4,107.8,2.7,2017
235,Columbia,-6.26,101.1,107.3,68.9,-0.022000000000000002,-3.35,102.7,106.0,-4.0,2017
236,Oral Roberts,-6.3,104.4,110.7,69.1,-0.077,1.85,106.9,105.1,8.64,2017
237,Charlotte,-6.35,103.1,109.5,72.8,0.033,-2.08,103.3,105.4,1.69,2017
238,Illinois Chicago,-6.4,101.1,107.5,72.1,0.013999999999999999,-4.16,101.7,105.9,-5.26,2017
239,Portland St.,-6.5,104.3,110.8,72.6,-0.057,-6.52,101.9,108.5,-0.17,2017
240,Montana St.,-6.51,103.1,109.6,69.3,-0.025,-6.68,103.4,110.1,-2.98,2017
241,Tulane,-6.58,102.6,109.2,70.4,-0.075,3.43,105.1,101.6,-1.3,2017
242,Cleveland St.,-6.65,96.5,103.1,65.4,-0.09,-1.08,104.9,105.9,4.85,2017
243,South Alabama,-6.76,98.7,105.5,69.7,0.012,-2.76,103.7,106.4,-5.95,2017
244,USC Upstate,-6.89,104.2,111.1,68.4,0.016,-4.65,103.5,108.2,-1.08,2017
245,Little Rock,-6.93,98.3,105.2,63.3,0.023,-4.09,103.6,107.7,-7.34,2017
246,Pacific,-6.98,99.5,106.5,66.5,-0.003,1.02,105.0,103.9,-2.65,2017
247,Wagner,-7.0,101.0,108.0,62.9,-0.024,-8.95,98.8,107.8,-1.05,2017
248,UNLV,-7.01,98.3,105.3,68.4,-0.006999999999999999,0.96,105.2,104.3,-3.98,2017
249,Bowling Green,-7.16,100.1,107.2,70.0,0.01,-1.8,103.9,105.7,-6.1,2017
250,Drexel,-7.19,102.9,110.1,70.3,-0.08900000000000001,-1.26,104.6,105.8,-3.83,2017
251,UTSA,-7.25,95.4,102.7,68.1,0.016,-2.61,102.7,105.3,-0.41,2017
252,Kennesaw St.,-7.52,102.6,110.1,69.4,0.0,-4.81,103.6,108.4,-3.58,2017
253,LIU Brooklyn,-7.52,100.2,107.7,67.0,0.081,-9.66,98.6,108.3,-5.33,2017
254,St. Francis PA,-7.61,102.1,109.7,70.3,-0.001,-7.98,100.1,108.0,-1.18,2017
255,North Florida,-7.64,101.8,109.5,69.9,0.025,-0.46,105.9,106.4,6.82,2017
256,Niagara,-7.9,101.4,109.3,69.1,-0.067,-3.63,103.0,106.6,-4.72,2017
257,Tennessee Tech,-8.03,98.9,107.0,68.3,-0.057999999999999996,-3.33,103.5,106.9,-2.6,2017
258,Drake,-8.17,103.0,111.1,69.7,-0.083,0.96,104.0,103.1,-3.43,2017
259,Milwaukee,-8.37,99.9,108.3,62.5,-0.023,-1.39,104.2,105.6,2.15,2017
260,San Diego,-8.38,100.0,108.4,63.3,0.057999999999999996,-0.88,104.0,104.8,-6.68,2017
261,Cal St. Fullerton,-8.54,97.0,105.5,68.8,0.021,-8.88,100.0,108.9,-8.14,2017
262,Louisiana Monroe,-8.54,98.3,106.8,65.0,-0.11599999999999999,-1.53,103.6,105.1,-3.54,2017
263,Cornell,-8.67,99.7,108.4,69.7,-0.032,-0.48,105.3,105.8,1.71,2017
264,Oregon St.,-8.72,97.0,105.8,64.6,-0.067,5.87,108.2,102.4,-5.07,2017
265,Seattle,-8.75,96.0,104.7,67.6,-0.023,-4.29,101.6,105.9,-6.58,2017
266,Robert Morris,-8.77,91.6,100.4,68.8,0.032,-5.36,101.3,106.6,3.99,2017
267,Fairleigh Dickinson,-8.78,103.1,111.9,69.0,-0.05,-5.02,100.5,105.6,7.64,2017
268,Colgate,-8.85,98.8,107.6,65.1,-0.013000000000000001,-2.84,102.6,105.4,-1.04,2017
269,Hawaii,-8.98,97.0,106.0,67.1,-0.012,-8.18,99.2,107.4,-5.89,2017
270,High Point,-9.22,98.9,108.1,65.7,-0.004,-6.4,101.1,107.5,-0.27,2017
271,Florida Atlantic,-9.33,98.6,107.9,68.9,-0.037000000000000005,-2.7,103.2,105.9,-1.66,2017
272,Eastern Kentucky,-9.44,98.4,107.9,67.6,0.015,-1.89,104.8,106.7,0.22,2017
