Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year
26,Penn St. 6*,17.91,110.3,92.4,70.9,0.013999999999999999,10.72,108.1,97.4,-4.2,2020
27,Minnesota,17.83,112.1,94.2,66.8,-0.13,12.38,108.6,96.2,2.88,2020
28,Rutgers 9*,17.72,107.9,90.2,67.4,-0.042,9.88,107.4,97.5,-4.44,2020
29,Kentucky 4*,17.6,112.7,95.1,67.7,0.018000000000000002,6.37,105.9,99.6,-0.87,2020
30,Illinois 7*,17.23,110.9,93.7,66.0,0.022000000000000002,10.38,107.7,97.3,-5.83,2020
31,Marquette 9*,17.19,114.0,96.9,70.7,-0.046,10.78,107.6,96.9,2.13,2020
32,Florida 9*,16.79,112.5,95.7,64.9,-0.047,8.82,107.8,98.9,6.92,2020
33,Auburn 5*,15.91,111.4,95.5,69.2,0.10300000000000001,6.7,107.0,100.3,1.38,2020
34,Indiana 10*,15.73,108.5,92.7,67.9,0.016,10.71,108.3,97.6,-0.6,2020
35,Colorado 8*,15.71,109.1,93.4,68.2,-0.01,7.42,105.5,98.0,2.77,2020
36,Oklahoma 10*,15.7,108.8,93.1,69.6,0.031,12.22,107.5,95.3,5.86,2020
37,LSU 8*,15.62,118.1,102.4,70.0,-0.02,7.18,105.8,98.6,2.01,2020
38,Saint Mary's 8*,15.19,113.7,98.5,63.9,0.055,4.46,105.4,100.9,-0.32,2020
39,Wichita St. 11*,15.19,105.6,90.4,69.5,0.040999999999999995,4.78,103.7,98.9,-1.25,2020
40,Providence 8*,15.0,107.8,92.8,68.4,-0.008,8.85,106.7,97.8,-1.12,2020
41,Utah St. 11*,14.92,109.5,94.6,67.4,0.034,3.09,105.0,101.9,1.55,2020
42,Virginia 7*,14.22,99.3,85.1,59.4,0.109,6.93,105.6,98.7,-3.7,2020
43,Stanford,14.11,104.4,90.3,68.3,-0.08,4.97,104.2,99.2,-4.02,2020
44,Cincinnati 12*,14.02,108.8,94.7,68.0,-0.013000000000000001,6.52,104.4,97.9,3.6,2020
45,Xavier,13.9,106.1,92.2,68.1,-0.013000000000000001,9.93,108.3,98.4,1.74,2020
46,Richmond 11*,13.87,109.2,95.3,69.3,0.044000000000000004,1.86,104.2,102.4,-0.95,2020
47,Arkansas,13.59,109.1,95.5,71.2,-0.047,6.53,106.7,100.2,1.28,2020
48,Mississippi St.,13.57,113.4,99.8,66.2,-0.001,6.27,106.0,99.7,0.07,2020
49,Northern Iowa,13.43,112.7,99.3,65.8,0.019,0.97,102.6,101.6,1.26,2020
50,N.C. State 11*,13.39,110.7,97.3,69.5,-0.02,7.04,105.4,98.3,-2.93,2020
51,Syracuse,13.28,112.8,99.6,68.3,-0.06,6.7,105.6,98.9,-1.28,2020
52,Connecticut,12.97,108.6,95.6,68.5,-0.077,4.52,103.1,98.6,-1.69,2020
53,Oklahoma St.,12.73,107.2,94.5,68.4,0.034,11.31,107.1,95.8,4.17,2020
54,Washington,12.67,105.8,93.1,69.8,-0.157,7.6,105.4,97.8,1.03,2020
55,USC 9*,12.35,104.3,92.0,68.9,0.083,6.32,105.2,98.8,-1.48,2020
56,East Tennessee St. 11*,12.23,108.2,96.0,66.1,0.067,-1.96,103.0,105.0,-0.64,2020
57,Notre Dame,12.09,110.7,98.6,68.1,-0.021,5.02,104.9,99.9,-8.69,2020
58,Yale 12**,11.57,107.9,96.4,67.4,-0.026000000000000002,0.22,102.1,101.9,3.64,2020
59,Memphis,11.53,100.6,89.1,72.6,0.025,4.81,104.5,99.7,-2.18,2020
60,Alabama,11.5,111.0,99.5,74.8,-0.076,7.83,106.9,99.1,3.96,2020
61,Texas,11.46,104.1,92.6,65.9,0.08900000000000001,10.04,106.9,96.8,-0.3,2020
62,Saint Louis,11.41,105.8,94.4,67.6,0.026000000000000002,1.83,103.1,101.2,-1.72,2020
63,Arizona St. 10*,11.3,106.0,94.7,73.2,0.069,8.22,106.4,98.1,2.65,2020
64,Georgia Tech,11.26,103.1,91.8,70.0,-0.006,9.42,107.0,97.6,4.04,2020
65,Rhode Island,11.06,105.2,94.2,71.2,0.068,4.64,105.0,100.4,4.07,2020
66,St. John's,10.92,106.1,95.2,72.9,-0.037000000000000005,8.27,106.3,98.0,-5.52,2020
67,Georgetown,10.82,111.0,100.2,70.0,-0.049,10.86,108.1,97.2,1.5,2020
68,Tennessee,10.8,106.6,95.8,65.2,-0.02,8.11,106.2,98.1,2.75,2020
69,South Carolina,10.66,105.4,94.7,73.1,-0.023,6.1,105.4,99.3,-0.56,2020
70,Davidson,10.62,112.5,101.9,64.8,-0.094,3.66,103.1,99.5,2.91,2020
71,Louisiana Tech,10.47,108.7,98.2,66.5,-0.023,-1.65,101.7,103.3,-4.54,2020
72,Clemson,10.42,103.9,93.5,66.0,-0.043,8.15,106.3,98.1,-1.7,2020
73,VCU,10.29,104.7,94.4,69.0,-0.064,3.55,104.2,100.6,-1.01,2020
74,San Francisco,10.13,108.3,98.2,68.7,-0.006,2.96,104.4,101.5,-1.43,2020
75,Northern Colorado,10.12,110.2,100.1,65.0,-0.035,-2.29,101.1,103.4,1.74,2020
76,Vermont 13**,10.1,106.5,96.4,66.3,-0.027000000000000003,-5.44,98.7,104.2,1.8,2020
77,North Texas 13**,9.97,111.2,101.2,62.9,-0.032,1.92,102.5,100.6,6.11,2020
78,UCLA 11*,9.92,109.3,99.4,64.9,0.047,7.16,105.5,98.3,-0.73,2020
79,Liberty 12*,9.68,106.1,96.4,61.5,0.023,-9.0,98.3,107.3,-5.13,2020
80,Tulsa,9.65,103.2,93.6,65.8,0.076,3.19,103.5,100.3,-4.68,2020
81,Furman,9.59,107.7,98.1,68.2,0.040999999999999995,-0.81,102.9,103.8,1.74,2020
82,Akron 13**,9.54,108.5,98.9,69.4,0.022000000000000002,-1.21,101.3,102.5,-1.88,2020
83,Boise St.,9.4,107.0,97.6,69.1,0.025,4.28,105.0,100.7,1.32,2020
84,North Carolina,9.36,107.7,98.4,70.4,-0.05,10.39,107.9,97.5,7.39,2020
85,Nevada,9.32,110.3,101.0,71.0,-0.006999999999999999,2.68,104.3,101.6,2.0,2020
86,TCU,9.31,105.5,96.1,65.1,-0.005,9.71,105.6,95.9,-1.05,2020
87,Oregon St.,8.93,110.9,102.0,65.6,-0.002,5.06,104.6,99.5,-5.88,2020
88,SMU,8.62,112.4,103.8,64.8,0.004,2.6,102.2,99.6,-4.81,2020
89,Iowa St.,8.35,109.6,101.2,69.9,-0.092,11.89,107.0,95.2,2.61,2020
90,Kansas St.,8.25,102.5,94.2,67.2,-0.129,10.83,106.4,95.5,1.48,2020
91,New Mexico St. 13**,8.14,107.6,99.4,63.5,0.06,-4.86,99.7,104.6,1.26,2020
92,UNC Greensboro,8.12,103.7,95.5,67.8,-0.009000000000000001,-1.77,102.2,104.0,-1.46,2020
93,Texas St.,7.91,106.3,98.3,65.2,-0.05,-0.69,102.0,102.7,0.28,2020
94,DePaul,7.9,103.4,95.5,70.6,0.022000000000000002,10.11,108.1,98.0,-2.38,2020
95,Duquesne,7.58,106.6,99.0,67.8,0.049,0.52,102.8,102.3,-5.04,2020
96,Georgia,7.44,108.2,100.8,70.5,-0.017,8.15,106.9,98.7,1.66,2020
97,Missouri,7.44,104.1,96.7,66.5,-0.057,7.22,106.0,98.8,0.12,2020
98,UNLV,7.28,107.9,100.6,67.0,-0.019,3.75,104.6,100.9,1.02,2020
99,Colorado St.,7.15,109.3,102.1,69.3,0.045,2.91,104.4,101.5,1.71,2020
100,Stephen F. Austin 12**,7.0,104.1,97.1,71.8,0.042,-8.13,98.6,106.7,0.55,2020
101,Loyola Chicago,6.87,103.7,96.8,65.3,0.006,-0.19,102.4,102.6,-3.32,2020
102,Mississippi,6.72,103.7,97.0,68.0,-0.042,6.58,106.1,99.5,-3.68,2020
103,Wake Forest,6.7,108.7,102.0,70.1,-0.034,8.52,106.0,97.4,0.91,2020
104,Miami FL,6.39,107.7,101.3,68.3,0.034,9.57,106.3,96.8,1.07,2020
105,Virginia Tech,6.33,104.3,98.0,65.5,-0.04,6.34,105.3,99.0,-9.83,2020
106,UC Irvine 14*,6.11,105.4,99.3,67.7,-0.064,-2.29,101.1,103.4,2.91,2020
107,Bradley 14*,6.09,106.8,100.7,67.1,0.036000000000000004,-0.51,101.6,102.2,-4.1,2020
108,Hofstra 14*,6.06,108.7,102.6,67.9,0.064,-4.37,101.1,105.5,-4.39,2020
109,Belmont 14*,6.02,106.5,100.5,70.5,0.012,-7.08,99.0,106.0,-2.73,2020
110,Harvard,5.69,104.7,99.0,68.8,0.039,-0.95,102.0,102.9,0.3,2020
111,Pittsburgh,5.65,104.0,98.3,65.5,0.001,7.32,105.4,98.1,-4.01,2020
112,North Dakota St. 15*,5.56,106.8,101.2,66.0,0.032,-3.91,101.8,105.7,-1.84,2020
113,Western Kentucky,5.56,108.9,103.3,68.3,0.023,0.85,102.3,101.4,1.02,2020
114,Utah,5.56,106.3,100.8,66.7,0.028999999999999998,8.33,107.1,98.8,2.26,2020
115,Temple,5.49,100.1,94.6,70.3,-0.052000000000000005,6.19,104.8,98.6,2.93,2020
116,Ball St.,5.25,99.2,94.0,68.0,-0.08900000000000001,-2.22,101.1,103.4,-4.52,2020
117,UCF,4.88,103.5,98.6,67.8,0.002,3.18,103.3,100.1,-3.56,2020
118,Colgate,4.73,107.2,102.5,68.5,0.02,-6.14,100.6,106.7,-0.89,2020
119,South Dakota St.,4.72,110.0,105.3,68.0,-0.022000000000000002,-4.79,100.7,105.5,-3.54,2020
120,Pacific,4.7,103.8,99.1,64.9,0.07200000000000001,-1.29,101.9,103.2,-7.9,2020
121,Missouri St.,4.69,104.8,100.2,68.3,-0.083,0.84,103.0,102.2,-1.22,2020
122,Indiana St.,4.59,105.8,101.2,66.4,0.043,2.19,103.7,101.5,2.74,2020
123,St. Bonaventure,4.37,106.6,102.2,65.7,0.052000000000000005,1.24,102.6,101.3,-0.71,2020
124,Eastern Washington 15**,4.32,105.4,101.1,73.1,0.121,-1.53,102.0,103.5,3.14,2020
125,South Florida,4.29,100.2,95.9,64.9,-0.047,4.52,103.4,98.9,-2.74,2020
126,Georgia St.,4.29,105.6,101.4,73.0,-0.035,0.56,102.7,102.2,4.84,2020
127,Washington St.,4.22,102.2,98.0,70.8,-0.002,4.53,103.6,99.1,-8.19,2020
128,Kent St.,4.06,106.1,102.1,68.9,-0.011000000000000001,-1.26,102.1,103.4,-3.61,2020
129,Little Rock 15**,3.93,106.4,102.5,69.3,0.069,-0.59,102.1,102.7,1.35,2020
130,UT Arlington,3.87,102.3,98.4,67.7,-0.13,2.34,104.7,102.4,11.6,2020
131,Texas A&M,3.77,101.0,97.2,64.5,0.098,6.1,105.8,99.7,-3.2,2020
132,Northwestern,3.61,104.9,101.3,66.7,-0.087,11.64,107.5,95.9,-2.56,2020
133,Wright St.,3.47,104.9,101.4,72.1,0.033,-6.8,99.7,106.5,-5.49,2020
134,Georgia Southern,3.39,102.2,98.8,71.8,0.005,-0.35,102.9,103.3,1.11,2020
135,Oral Roberts,3.34,108.2,104.9,70.4,-0.10300000000000001,-0.49,104.4,104.9,12.03,2020
136,Murray St.,3.15,102.4,99.3,68.9,-0.03,-7.75,99.1,106.8,-5.57,2020
137,Montana,3.08,103.2,100.1,68.2,0.019,-1.01,102.1,103.1,5.25,2020
138,New Mexico,2.88,105.3,102.4,71.8,0.044000000000000004,1.5,105.0,103.5,-3.24,2020
139,Pepperdine,2.87,107.2,104.4,70.8,0.034,3.22,104.3,101.1,0.3,2020
140,Winthrop 16*,2.65,104.7,102.1,71.9,-0.044000000000000004,-8.04,99.9,107.9,3.54,2020
141,Penn,2.63,103.4,100.8,70.2,0.025,0.42,102.6,102.1,3.2,2020
142,Northeastern,2.19,105.4,103.2,65.9,-0.113,-3.51,102.0,105.6,-2.89,2020
143,Marshall,2.11,101.2,99.1,74.9,-0.037000000000000005,-0.16,102.8,103.0,0.6,2020
144,Northern Kentucky 15*,2.11,102.0,99.8,65.7,0.07400000000000001,-5.16,100.0,105.2,-0.21,2020
145,Siena 16*,2.06,107.2,105.1,66.7,-0.001,-5.42,98.3,103.7,0.29,2020
146,Valparaiso,2.06,104.5,102.5,69.3,0.02,1.39,103.0,101.6,0.08,2020
147,Chattanooga,1.87,106.6,104.8,67.0,0.025,-1.7,101.6,103.3,-3.57,2020
148,Buffalo,1.84,104.1,102.3,73.9,0.045,-0.62,102.4,103.1,-1.49,2020
149,FIU,1.58,103.7,102.1,72.2,0.01,-0.82,101.6,102.4,-4.61,2020
150,Princeton,1.5,107.0,105.5,66.3,-0.025,-0.66,101.7,102.4,0.27,2020
151,Santa Clara,1.22,102.6,101.3,71.6,0.049,-1.84,101.7,103.6,-11.52,2020
152,Toledo,1.14,106.3,105.1,68.1,-0.057,-1.36,101.4,102.8,-2.0,2020
153,California,1.1,101.5,100.4,65.2,0.09,8.03,106.4,98.3,1.84,2020
154,Wofford,1.08,104.5,103.4,65.9,-0.019,-1.03,102.3,103.3,-1.8,2020
155,South Alabama,1.05,104.9,103.9,65.3,0.063,-1.01,102.0,103.1,-0.54,2020
156,Western Carolina,1.04,107.3,106.3,71.5,0.049,-0.93,102.2,103.2,-1.67,2020
157,Fresno St.,1.03,105.1,104.1,64.2,-0.11699999999999999,2.92,105.2,102.3,0.4,2020
158,Towson,0.87,105.7,104.8,65.1,0.013999999999999999,-2.19,102.5,104.7,0.97,2020
159,Boston University 16*,0.78,103.3,102.6,66.3,0.002,-4.98,100.6,105.6,0.04,2020
160,UC Santa Barbara,0.76,106.1,105.3,64.5,0.022000000000000002,-4.63,100.0,104.7,-2.9,2020
161,Southern Utah,0.7,98.8,98.1,69.3,-0.063,-1.85,101.9,103.8,2.51,2020
162,Nebraska,0.64,102.0,101.3,73.1,-0.047,11.96,108.1,96.1,-1.05,2020
163,Drake,0.62,102.0,101.3,67.9,0.065,0.39,102.9,102.5,-5.3,2020
164,Charlotte,0.45,98.5,98.0,65.5,0.008,-1.31,102.0,103.3,-5.42,2020
165,Massachusetts,0.43,102.9,102.5,68.6,0.012,4.2,103.6,99.4,1.15,2020
166,North Florida,0.37,112.0,111.6,69.4,0.034,-4.23,99.8,104.1,6.98,2020
167,Ohio,0.36,103.6,103.3,68.0,-0.01,-0.67,102.2,102.9,-1.18,2020
168,Bowling Green,0.33,104.3,104.0,70.1,0.142,-0.24,102.3,102.5,-2.44,2020
169,Vanderbilt,0.14,104.7,104.5,69.4,-0.061,5.97,105.9,100.0,-5.62,2020
170,Charleston,0.08,105.0,104.9,65.9,-0.004,-1.32,102.8,104.2,3.69,2020
171,Old Dominion,-0.02,98.3,98.3,66.4,-0.091,0.03,102.3,102.2,1.39,2020
172,Austin Peay,-0.02,106.9,107.0,67.8,0.032,-5.29,100.1,105.4,3.47,2020
173,Portland St.,-0.03,108.8,108.8,71.8,-0.0,-1.81,101.5,103.3,0.3,2020
174,George Mason,-0.04,101.3,101.3,67.0,0.055999999999999994,0.32,102.4,102.0,-6.46,2020
175,Appalachian St.,-0.27,99.9,100.2,67.2,0.040999999999999995,0.64,103.1,102.4,1.61,2020
176,St. Francis PA,-0.32,107.6,107.9,68.9,0.037000000000000005,-6.85,99.0,105.9,0.03,2020
177,South Dakota,-0.36,108.6,108.9,70.0,0.011000000000000001,-3.99,101.4,105.4,-2.78,2020
178,Southern Illinois,-0.41,98.2,98.6,64.2,-0.002,0.28,102.8,102.5,-3.73,2020
179,Boston College,-0.68,99.6,100.3,69.3,0.065,8.02,106.0,97.9,-1.74,2020
180,Delaware,-0.78,105.6,106.4,68.3,0.07400000000000001,-4.18,101.4,105.6,-5.78,2020
181,La Salle,-0.81,99.6,100.4,69.1,0.057,1.36,102.8,101.5,-3.54,2020
182,Northern Illinois,-1.03,99.8,100.8,64.8,0.044000000000000004,-2.25,101.7,104.0,-5.93,2020
183,Sacramento St.,-1.1,97.1,98.2,63.9,-0.026000000000000002,-2.36,101.7,104.1,-0.32,2020
184,Abilene Christian,-1.14,99.1,100.2,68.4,-0.023,-7.05,99.6,106.6,5.58,2020
185,Tulane,-1.15,101.9,103.1,68.7,-0.013999999999999999,3.24,102.8,99.6,-5.36,2020
186,Radford,-1.17,105.6,106.8,64.3,0.026000000000000002,-5.96,100.9,106.8,7.52,2020
187,Rider,-1.19,100.9,102.1,71.1,0.036000000000000004,-5.29,98.3,103.6,-0.94,2020
188,UTEP,-1.28,96.9,98.2,67.5,-0.005,-0.61,101.7,102.4,1.55,2020
189,UAB,-1.32,100.8,102.1,65.7,0.048,-2.46,100.1,102.6,-5.65,2020
190,Coastal Carolina,-1.33,104.8,106.2,72.8,-0.033,-0.29,102.3,102.6,-3.87,2020
191,Florida Atlantic,-1.66,99.7,101.3,68.8,-0.001,-1.38,101.4,102.7,-3.81,2020
192,Stony Brook,-1.74,97.7,99.4,69.8,0.021,-4.66,99.2,103.8,1.61,2020
193,Nicholls St.,-1.82,99.7,101.5,68.7,0.05,-6.25,99.9,106.2,11.95,2020
194,Saint Peter's,-1.98,95.4,97.3,68.0,0.023,-5.99,99.1,105.1,-3.63,2020
195,William & Mary,-2.17,103.3,105.5,67.5,0.132,-3.09,102.2,105.3,-1.14,2020
196,Eastern Michigan,-2.34,94.2,96.6,66.8,0.027999999999999997,1.46,103.7,102.2,3.13,2020
197,Air Force,-2.49,107.8,110.3,68.8,-0.059000000000000004,2.4,103.9,101.5,-3.0,2020
198,Mercer,-2.61,100.1,102.7,68.1,0.013999999999999999,-2.16,101.8,104.0,-4.91,2020
199,Rice,-2.62,105.8,108.4,70.1,-0.004,-0.91,101.7,102.6,-0.86,2020
200,Sacred Heart,-2.64,102.2,104.8,68.7,0.019,-7.26,99.3,106.5,-3.97,2020
201,Monmouth,-2.72,99.1,101.8,72.6,0.061,-5.21,98.7,103.9,-1.21,2020
202,Cal Baptist,-2.73,105.3,108.1,68.6,0.028999999999999998,-7.75,98.5,106.2,-6.96,2020
203,American,-2.88,101.1,104.0,68.7,-0.033,-6.03,100.2,106.2,-3.0,2020
204,Illinois Chicago,-3.14,96.4,99.5,69.5,-0.004,-4.74,100.1,104.9,-0.51,2020
205,Dartmouth,-3.18,96.7,99.9,65.8,-0.081,-1.62,101.1,102.7,-2.54,2020
206,Arkansas St.,-3.29,104.2,107.5,67.3,0.042,-0.47,102.4,102.8,-0.17,2020
207,Robert Morris 16*,-3.29,100.5,103.8,66.1,0.027000000000000003,-6.38,99.7,106.1,1.65,2020
208,Hawaii,-3.34,97.6,101.0,68.4,0.028999999999999998,-4.49,100.9,105.4,-3.06,2020
209,Loyola Marymount,-3.42,100.6,104.0,63.0,-0.022000000000000002,3.4,105.0,101.6,-2.23,2020
210,UTSA,-3.84,104.2,108.0,72.8,-0.047,0.33,101.6,101.3,1.42,2020
211,UC Riverside,-3.97,95.8,99.8,63.2,-0.028999999999999998,-4.74,100.5,105.2,-3.9,2020
212,Sam Houston St.,-4.13,99.5,103.7,71.1,-0.027999999999999997,-5.71,100.1,105.9,4.54,2020
213,Prairie View A&M 16**,-4.16,96.3,100.5,70.7,-0.001,-7.97,96.3,104.3,9.36,2020
214,Seattle,-4.34,101.2,105.5,69.9,-0.051,-4.72,100.1,104.8,-2.76,2020
215,Northern Arizona,-4.35,102.3,106.7,66.6,0.071,-2.0,101.9,103.9,0.29,2020
216,Central Michigan,-4.4,102.0,106.4,73.6,-0.036000000000000004,0.65,102.7,102.0,1.94,2020
217,East Carolina,-4.42,99.6,104.0,70.6,-0.01,1.25,101.5,100.3,-9.14,2020
218,Gardner Webb,-4.48,102.2,106.7,66.2,-0.047,-5.61,101.1,106.7,6.08,2020
219,Nebraska Omaha,-4.5,103.2,107.7,69.2,0.077,-0.24,104.0,104.3,4.54,2020
220,Illinois St.,-4.55,98.4,102.9,68.5,-0.005,1.91,103.6,101.7,0.47,2020
221,Iona,-4.56,101.6,106.1,68.7,-0.077,-5.1,98.4,103.5,0.72,2020
222,Montana St.,-4.6,97.0,101.6,67.3,0.055999999999999994,-1.39,102.4,103.8,0.73,2020
223,Green Bay,-4.64,105.8,110.5,74.0,0.045,-2.95,100.9,103.8,5.0,2020
224,Brown,-4.69,96.4,101.1,69.4,0.12,-1.19,101.6,102.8,-2.12,2020
225,UC Davis,-4.77,104.7,109.4,68.0,-0.024,-2.55,100.7,103.2,0.63,2020
226,Louisiana,-4.89,101.3,106.2,71.8,0.02,-0.38,102.6,103.0,-1.69,2020
227,Merrimack,-4.89,93.9,98.8,63.2,0.13699999999999998,-5.75,99.7,105.4,0.4,2020
228,Lafayette,-4.91,100.6,105.5,66.9,0.10099999999999999,-5.07,101.0,106.1,-2.99,2020
229,Miami OH,-4.99,102.0,107.0,67.1,-0.022000000000000002,-0.3,102.4,102.7,-3.35,2020
230,San Diego,-5.38,94.4,99.8,70.2,-0.032,4.48,105.4,101.0,1.42,2020
231,North Dakota,-5.49,102.2,107.7,68.9,0.038,0.35,104.2,103.8,6.91,2020
232,Youngstown St.,-5.59,103.0,108.5,66.4,0.038,-5.48,99.9,105.4,-2.75,2020
233,Cal St. Northridge,-5.86,107.4,113.3,70.3,0.071,-0.7,102.5,103.2,4.63,2020
234,Bryant,-6.03,97.8,103.8,70.3,-0.055,-6.58,98.9,105.5,-2.2,2020
235,UMKC,-6.09,97.5,103.6,64.9,0.048,-3.7,101.8,105.5,2.57,2020
236,Lamar,-6.16,96.3,102.5,69.6,0.003,-6.24,100.1,106.3,2.31,2020
237,Western Michigan,-6.35,99.4,105.7,67.4,0.043,0.31,102.4,102.1,-1.46,2020
238,Eastern Illinois,-6.36,98.2,104.5,69.1,-0.05,-8.64,99.0,107.7,-6.08,2020
239,Oakland,-6.47,98.6,105.0,66.1,-0.013999999999999999,-3.24,101.4,104.6,3.71,2020
240,Jacksonville,-6.52,96.0,102.5,66.6,-0.07200000000000001,-5.52,99.7,105.2,-2.41,2020
241,George Washington,-6.54,99.2,105.8,66.6,0.02,0.31,101.8,101.5,-6.19,2020
242,Bucknell,-6.68,96.2,102.9,69.5,0.004,-3.13,101.7,104.8,2.63,2020
243,Hartford,-6.72,94.4,101.1,68.2,0.048,-6.45,99.2,105.7,-5.11,2020
244,Drexel,-6.76,100.0,106.7,67.3,0.002,-2.5,101.8,104.3,-1.01,2020
245,Fordham,-6.79,89.1,95.9,64.8,-0.1,-2.59,101.2,103.8,-13.52,2020
246,Wyoming,-6.79,94.1,100.9,66.7,-0.017,3.99,105.9,101.9,-3.15,2020
247,Lipscomb,-6.86,101.2,108.0,68.7,0.053,-3.92,99.9,103.8,2.56,2020
248,New Hampshire,-7.11,95.0,102.1,68.6,0.011000000000000001,-5.88,99.1,105.0,-3.57,2020
249,UT Rio Grande Valley,-7.32,98.7,106.0,70.4,-0.013000000000000001,-3.2,101.5,104.7,4.75,2020
250,Southern,-7.57,97.2,104.8,66.8,0.006,-8.34,96.6,105.0,6.45,2020
251,Quinnipiac,-7.65,100.7,108.3,68.9,0.027999999999999997,-6.46,98.0,104.5,-6.81,2020
252,Louisiana Monroe,-7.68,96.1,103.7,64.9,-0.055999999999999994,0.58,103.1,102.5,1.79,2020
253,Utah Valley,-7.74,96.5,104.2,70.4,-0.092,-3.73,100.9,104.7,-0.71,2020
254,Norfolk St.,-7.76,94.2,101.9,67.5,-0.052000000000000005,-9.57,97.0,106.6,2.04,2020
255,Navy,-7.9,98.1,106.0,62.5,0.018000000000000002,-5.44,99.7,105.2,-4.06,2020
256,UMBC,-7.93,97.8,105.7,66.8,0.011000000000000001,-4.23,99.7,104.0,-0.17,2020
257,VMI,-7.96,100.2,108.1,67.9,-0.14300000000000002,-2.27,102.2,104.5,-6.37,2020
258,Canisius,-7.97,97.7,105.7,70.0,-0.04,-4.41,99.1,103.5,-0.87,2020
259,Tennessee St.,-8.15,96.4,104.6,69.3,0.054000000000000006,-6.32,99.5,105.8,-0.38,2020
260,Saint Joseph's,-8.34,101.9,110.2,71.2,0.009000000000000001,5.48,105.0,99.5,4.7,2020
261,Purdue Fort Wayne,-8.43,95.4,103.8,67.9,-0.006,-2.76,103.7,106.5,-2.54,2020
262,Campbell,-8.5,96.8,105.3,65.6,-0.047,-8.04,99.6,107.6,-4.59,2020
263,Cal St. Fullerton,-8.54,95.9,104.5,69.3,0.01,-1.83,101.5,103.3,2.33,2020
264,Army,-8.63,98.8,107.4,69.5,0.046,-6.82,99.9,106.7,-6.73,2020
265,Grand Canyon,-8.68,103.4,112.1,68.0,0.02,-5.37,99.1,104.4,-2.57,2020
266,Cal St. Bakersfield,-8.7,96.2,104.9,64.9,-0.063,-3.58,101.9,105.4,2.55,2020
267,LIU,-8.71,97.4,106.1,72.8,0.017,-6.28,100.1,106.4,-0.08,2020
268,Loyola MD,-8.75,100.4,109.1,71.0,0.018000000000000002,-6.87,99.9,106.7,-7.3,2020
269,Manhattan,-8.76,92.8,101.6,65.8,-0.011000000000000001,-5.62,98.6,104.3,-4.38,2020
